policy,seed,step,value,r
motter_lai,7,52,0.2222222222222222,0.2
motter_lai,7,53,0.2222222222222222,0.2
motter_lai,7,54,0.2222222222222222,0.2
motter_lai,7,55,0.2222222222222222,0.2
motter_lai,7,56,0.2222222222222222,0.2
motter_lai,7,57,0.2222222222222222,0.2
motter_lai,7,58,0.2222222222222222,0.2
motter_lai,7,59,0.2222222222222222,0.2
motter_lai,7,60,0.2222222222222222,0.2
motter_lai,7,61,0.2222222222222222,0.2
motter_lai,7,62,0.2222222222222222,0.2
motter_lai,7,63,0.2222222222222222,0.2
motter_lai,7,64,0.2222222222222222,0.2
motter_lai,7,65,0.2222222222222222,0.2
motter_lai,7,66,0.2222222222222222,0.2
motter_lai,7,67,0.2222222222222222,0.2
motter_lai,7,68,0.2222222222222222,0.2
motter_lai,7,69,0.2222222222222222,0.2
motter_lai,7,70,0.2222222222222222,0.2
motter_lai,7,71,0.2222222222222222,0.2
motter_lai,7,72,0.2222222222222222,0.2
motter_lai,7,73,0.2222222222222222,0.2
motter_lai,7,74,0.2222222222222222,0.2
motter_lai,7,75,0.2222222222222222,0.2
motter_lai,7,76,0.2222222222222222,0.2
motter_lai,7,77,0.2222222222222222,0.2
motter_lai,7,78,0.2222222222222222,0.2
motter_lai,7,79,0.2222222222222222,0.2
motter_lai,7,80,0.2222222222222222,0.2
motter_lai,7,81,0.2222222222222222,0.2
motter_lai,7,82,0.2222222222222222,0.2
motter_lai,7,83,0.2222222222222222,0.2
motter_lai,7,84,0.2222222222222222,0.2
motter_lai,7,85,0.2222222222222222,0.2
motter_lai,7,86,0.2222222222222222,0.2
motter_lai,7,87,0.2222222222222222,0.2
motter_lai,7,88,0.2222222222222222,0.2
motter_lai,7,89,0.2222222222222222,0.2
motter_lai,7,90,0.2222222222222222,0.2
motter_lai,7,91,0.2222222222222222,0.2
motter_lai,7,92,0.2222222222222222,0.2
motter_lai,7,93,0.2222222222222222,0.2
motter_lai,7,94,0.2222222222222222,0.2
motter_lai,7,95,0.2222222222222222,0.2
motter_lai,7,96,0.2222222222222222,0.2
motter_lai,7,97,0.2222222222222222,0.2
motter_lai,7,98,0.2222222222222222,0.2
motter_lai,7,99,0.2222222222222222,0.2
motter_lai,7,100,0.2222222222222222,0.2
motter_lai,7,101,0.2222222222222222,0.2
motter_lai,7,102,0.2222222222222222,0.2
motter_lai,7,103,0.2222222222222222,0.2
motter_lai,7,104,0.2222222222222222,0.2
motter_lai,7,105,0.2222222222222222,0.2
motter_lai,7,106,0.2222222222222222,0.2
motter_lai,7,107,0.2222222222222222,0.2
motter_lai,7,108,0.2222222222222222,0.2
motter_lai,7,109,0.2222222222222222,0.2
motter_lai,7,110,0.2222222222222222,0.2
motter_lai,7,111,0.2222222222222222,0.2
motter_lai,7,112,0.2222222222222222,0.2
motter_lai,7,113,0.2222222222222222,0.2
motter_lai,7,114,0.2222222222222222,0.2
motter_lai,7,115,0.2222222222222222,0.2
motter_lai,7,116,0.2222222222222222,0.2
motter_lai,7,117,0.2222222222222222,0.2
motter_lai,7,118,0.2222222222222222,0.2
motter_lai,7,119,0.2222222222222222,0.2
motter_lai,7,120,0.2222222222222222,0.2
motter_lai,7,121,0.2222222222222222,0.2
motter_lai,7,122,0.2222222222222222,0.2
motter_lai,7,123,0.2222222222222222,0.2
motter_lai,7,124,0.2222222222222222,0.2
motter_lai,7,125,0.2222222222222222,0.2
motter_lai,7,126,0.2222222222222222,0.2
motter_lai,7,127,0.2222222222222222,0.2
motter_lai,7,128,0.2222222222222222,0.2
motter_lai,7,129,0.2222222222222222,0.2
motter_lai,7,130,0.2222222222222222,0.2
motter_lai,7,131,0.2222222222222222,0.2
motter_lai,7,132,0.2222222222222222,0.2
motter_lai,7,133,0.2222222222222222,0.2
motter_lai,7,134,0.2222222222222222,0.2
motter_lai,7,135,0.2222222222222222,0.2
motter_lai,7,136,0.2222222222222222,0.2
motter_lai,7,137,0.2222222222222222,0.2
motter_lai,7,138,0.2222222222222222,0.2
motter_lai,7,139,0.2222222222222222,0.2
motter_lai,7,140,0.2222222222222222,0.2
motter_lai,7,141,0.2222222222222222,0.2
motter_lai,7,142,0.2222222222222222,0.2
motter_lai,7,143,0.2222222222222222,0.2
motter_lai,7,144,0.2222222222222222,0.2
motter_lai,7,145,0.2222222222222222,0.2
motter_lai,7,146,0.2222222222222222,0.2
motter_lai,7,147,0.2222222222222222,0.2
motter_lai,7,148,0.2222222222222222,0.2
motter_lai,7,149,0.2222222222222222,0.2
motter_lai,7,150,0.2222222222222222,0.2
motter_lai,7,151,0.2222222222222222,0.2
motter_lai,7,152,0.2222222222222222,0.2
motter_lai,7,153,0.2222222222222222,0.2
motter_lai,7,154,0.2222222222222222,0.2
motter_lai,7,155,0.2222222222222222,0.2
motter_lai,7,156,0.2222222222222222,0.2
motter_lai,7,157,0.2222222222222222,0.2
motter_lai,7,158,0.2222222222222222,0.2
motter_lai,7,159,0.2222222222222222,0.2
motter_lai,7,160,0.2222222222222222,0.2
motter_lai,7,161,0.2222222222222222,0.2
motter_lai,7,162,0.2222222222222222,0.2
motter_lai,7,163,0.2222222222222222,0.2
motter_lai,7,164,0.2222222222222222,0.2
motter_lai,7,165,0.2222222222222222,0.2
motter_lai,7,166,0.2222222222222222,0.2
motter_lai,7,167,0.2222222222222222,0.2
motter_lai,7,168,0.2222222222222222,0.2
motter_lai,7,169,0.2222222222222222,0.2
motter_lai,7,170,0.2222222222222222,0.2
motter_lai,7,171,0.2222222222222222,0.2
motter_lai,7,172,0.2222222222222222,0.2
motter_lai,7,173,0.2222222222222222,0.2
motter_lai,7,174,0.2222222222222222,0.2
motter_lai,7,175,0.2222222222222222,0.2
motter_lai,7,176,0.2222222222222222,0.2
motter_lai,7,177,0.2222222222222222,0.2
motter_lai,7,178,0.2222222222222222,0.2
motter_lai,7,179,0.2222222222222222,0.2
motter_lai,7,180,0.2222222222222222,0.2
motter_lai,7,181,0.2222222222222222,0.2
motter_lai,7,182,0.2222222222222222,0.2
motter_lai,7,183,0.2222222222222222,0.2
motter_lai,7,184,0.2222222222222222,0.2
motter_lai,7,185,0.2222222222222222,0.2
motter_lai,7,186,0.2222222222222222,0.2
motter_lai,7,187,0.2222222222222222,0.2
motter_lai,7,188,0.2222222222222222,0.2
motter_lai,7,189,0.2222222222222222,0.2
motter_lai,7,190,0.2222222222222222,0.2
motter_lai,7,191,0.2222222222222222,0.2
motter_lai,7,192,0.2222222222222222,0.2
motter_lai,7,193,0.2222222222222222,0.2
motter_lai,7,194,0.2222222222222222,0.2
motter_lai,7,195,0.2222222222222222,0.2
motter_lai,7,196,0.2222222222222222,0.2
motter_lai,7,197,0.2222222222222222,0.2
motter_lai,7,198,0.2222222222222222,0.2
motter_lai,7,199,0.2222222222222222,0.2
motter_lai,7,200,0.2222222222222222,0.2
motter_lai,7,0,0.3333333333333333,0.5
motter_lai,7,1,0.2222222222222222,0.5
motter_lai,7,2,0.2222222222222222,0.5
motter_lai,7,3,0.2222222222222222,0.5
motter_lai,7,4,0.2222222222222222,0.5
motter_lai,7,5,0.2222222222222222,0.5
motter_lai,7,6,0.2222222222222222,0.5
motter_lai,7,7,0.2222222222222222,0.5
motter_lai,7,8,0.2222222222222222,0.5
motter_lai,7,9,0.2222222222222222,0.5
motter_lai,7,10,0.2222222222222222,0.5
motter_lai,7,11,0.2222222222222222,0.5
motter_lai,7,12,0.2222222222222222,0.5
motter_lai,7,13,0.2222222222222222,0.5
motter_lai,7,14,0.2222222222222222,0.5
motter_lai,7,15,0.2222222222222222,0.5
motter_lai,7,16,0.2222222222222222,0.5
motter_lai,7,17,0.2222222222222222,0.5
motter_lai,7,18,0.2222222222222222,0.5
motter_lai,7,19,0.2222222222222222,0.5
motter_lai,7,20,0.2222222222222222,0.5
motter_lai,7,21,0.2222222222222222,0.5
motter_lai,7,22,0.2222222222222222,0.5
motter_lai,7,23,0.2222222222222222,0.5
motter_lai,7,24,0.2222222222222222,0.5
motter_lai,7,25,0.2222222222222222,0.5
motter_lai,7,26,0.2222222222222222,0.5
motter_lai,7,27,0.2222222222222222,0.5
motter_lai,7,28,0.2222222222222222,0.5
motter_lai,7,29,0.2222222222222222,0.5
motter_lai,7,30,0.2222222222222222,0.5
motter_lai,7,31,0.2222222222222222,0.5
motter_lai,7,32,0.2222222222222222,0.5
motter_lai,7,33,0.2222222222222222,0.5
motter_lai,7,34,0.2222222222222222,0.5
motter_lai,7,35,0.2222222222222222,0.5
motter_lai,7,36,0.2222222222222222,0.5
motter_lai,7,37,0.2222222222222222,0.5
motter_lai,7,38,0.2222222222222222,0.5
motter_lai,7,39,0.2222222222222222,0.5
motter_lai,7,40,0.2222222222222222,0.5
motter_lai,7,41,0.2222222222222222,0.5
motter_lai,7,42,0.2222222222222222,0.5
motter_lai,7,43,0.2222222222222222,0.5
motter_lai,7,44,0.2222222222222222,0.5
motter_lai,7,45,0.2222222222222222,0.5
motter_lai,7,46,0.2222222222222222,0.5
motter_lai,7,47,0.2222222222222222,0.5
motter_lai,7,48,0.2222222222222222,0.5
motter_lai,7,49,0.2222222222222222,0.5
motter_lai,7,50,0.2222222222222222,0.5
motter_lai,7,51,0.2222222222222222,0.5
motter_lai,7,52,0.2222222222222222,0.5
motter_lai,7,53,0.2222222222222222,0.5
motter_lai,7,54,0.2222222222222222,0.5
motter_lai,7,55,0.2222222222222222,0.5
motter_lai,7,56,0.2222222222222222,0.5
motter_lai,7,57,0.2222222222222222,0.5
motter_lai,7,58,0.2222222222222222,0.5
motter_lai,7,59,0.2222222222222222,0.5
motter_lai,7,60,0.2222222222222222,0.5
motter_lai,7,61,0.2222222222222222,0.5
motter_lai,7,62,0.2222222222222222,0.5
motter_lai,7,63,0.2222222222222222,0.5
motter_lai,7,64,0.2222222222222222,0.5
motter_lai,7,65,0.2222222222222222,0.5
motter_lai,7,66,0.2222222222222222,0.5
motter_lai,7,67,0.2222222222222222,0.5
motter_lai,7,68,0.2222222222222222,0.5
motter_lai,7,69,0.2222222222222222,0.5
motter_lai,7,70,0.2222222222222222,0.5
motter_lai,7,71,0.2222222222222222,0.5
motter_lai,7,72,0.2222222222222222,0.5
motter_lai,7,73,0.2222222222222222,0.5
motter_lai,7,74,0.2222222222222222,0.5
motter_lai,7,75,0.2222222222222222,0.5
motter_lai,7,76,0.2222222222222222,0.5
motter_lai,7,77,0.2222222222222222,0.5
motter_lai,7,78,0.2222222222222222,0.5
motter_lai,7,79,0.2222222222222222,0.5
motter_lai,7,80,0.2222222222222222,0.5
motter_lai,7,81,0.2222222222222222,0.5
motter_lai,7,82,0.2222222222222222,0.5
motter_lai,7,83,0.2222222222222222,0.5
motter_lai,7,84,0.2222222222222222,0.5
motter_lai,7,85,0.2222222222222222,0.5
motter_lai,7,86,0.2222222222222222,0.5
motter_lai,7,87,0.2222222222222222,0.5
motter_lai,7,88,0.2222222222222222,0.5
motter_lai,7,89,0.2222222222222222,0.5
motter_lai,7,90,0.2222222222222222,0.5
motter_lai,7,91,0.2222222222222222,0.5
motter_lai,7,92,0.2222222222222222,0.5
motter_lai,7,93,0.2222222222222222,0.5
motter_lai,7,94,0.2222222222222222,0.5
motter_lai,7,95,0.2222222222222222,0.5
motter_lai,7,96,0.2222222222222222,0.5
motter_lai,7,97,0.2222222222222222,0.5
motter_lai,7,98,0.2222222222222222,0.5
motter_lai,7,99,0.2222222222222222,0.5
motter_lai,7,100,0.2222222222222222,0.5
motter_lai,7,101,0.2222222222222222,0.5
motter_lai,7,102,0.2222222222222222,0.5
motter_lai,7,103,0.2222222222222222,0.5
motter_lai,7,104,0.2222222222222222,0.5
motter_lai,7,105,0.2222222222222222,0.5
motter_lai,7,106,0.2222222222222222,0.5
motter_lai,7,107,0.2222222222222222,0.5
motter_lai,7,108,0.2222222222222222,0.5
motter_lai,7,109,0.2222222222222222,0.5
motter_lai,7,110,0.2222222222222222,0.5
motter_lai,7,111,0.2222222222222222,0.5
motter_lai,7,112,0.2222222222222222,0.5
motter_lai,7,113,0.2222222222222222,0.5
motter_lai,7,114,0.2222222222222222,0.5
motter_lai,7,115,0.2222222222222222,0.5
motter_lai,7,116,0.2222222222222222,0.5
motter_lai,7,117,0.2222222222222222,0.5
motter_lai,7,118,0.2222222222222222,0.5
motter_lai,7,119,0.2222222222222222,0.5
motter_lai,7,120,0.2222222222222222,0.5
motter_lai,7,121,0.2222222222222222,0.5
motter_lai,7,122,0.2222222222222222,0.5
motter_lai,7,123,0.2222222222222222,0.5
motter_lai,7,124,0.2222222222222222,0.5
motter_lai,7,125,0.2222222222222222,0.5
motter_lai,7,126,0.2222222222222222,0.5
motter_lai,7,127,0.2222222222222222,0.5
motter_lai,7,128,0.2222222222222222,0.5
motter_lai,7,129,0.2222222222222222,0.5
motter_lai,7,130,0.2222222222222222,0.5
motter_lai,7,131,0.2222222222222222,0.5
motter_lai,7,132,0.2222222222222222,0.5
motter_lai,7,133,0.2222222222222222,0.5
motter_lai,7,134,0.2222222222222222,0.5
motter_lai,7,135,0.2222222222222222,0.5
motter_lai,7,136,0.2222222222222222,0.5
motter_lai,7,137,0.2222222222222222,0.5
motter_lai,7,138,0.2222222222222222,0.5
motter_lai,7,139,0.2222222222222222,0.5
motter_lai,7,140,0.2222222222222222,0.5
motter_lai,7,141,0.2222222222222222,0.5
motter_lai,7,142,0.2222222222222222,0.5
motter_lai,7,143,0.2222222222222222,0.5
motter_lai,7,144,0.2222222222222222,0.5
motter_lai,7,145,0.2222222222222222,0.5
motter_lai,7,146,0.2222222222222222,0.5
motter_lai,7,147,0.2222222222222222,0.5
motter_lai,7,148,0.2222222222222222,0.5
motter_lai,7,149,0.2222222222222222,0.5
motter_lai,7,150,0.2222222222222222,0.5
motter_lai,7,151,0.2222222222222222,0.5
motter_lai,7,152,0.2222222222222222,0.5
motter_lai,7,153,0.2222222222222222,0.5
motter_lai,7,154,0.2222222222222222,0.5
motter_lai,7,155,0.2222222222222222,0.5
motter_lai,7,156,0.2222222222222222,0.5
motter_lai,7,157,0.2222222222222222,0.5
motter_lai,7,158,0.2222222222222222,0.5
motter_lai,7,159,0.2222222222222222,0.5
motter_lai,7,160,0.2222222222222222,0.5
motter_lai,7,161,0.2222222222222222,0.5
motter_lai,7,162,0.2222222222222222,0.5
motter_lai,7,163,0.2222222222222222,0.5
motter_lai,7,164,0.2222222222222222,0.5
motter_lai,7,165,0.2222222222222222,0.5
motter_lai,7,166,0.2222222222222222,0.5
motter_lai,7,167,0.2222222222222222,0.5
motter_lai,7,168,0.2222222222222222,0.5
motter_lai,7,169,0.2222222222222222,0.5
motter_lai,7,170,0.2222222222222222,0.5
motter_lai,7,171,0.2222222222222222,0.5
motter_lai,7,172,0.2222222222222222,0.5
motter_lai,7,173,0.2222222222222222,0.5
motter_lai,7,174,0.2222222222222222,0.5
motter_lai,7,175,0.2222222222222222,0.5
motter_lai,7,176,0.2222222222222222,0.5
motter_lai,7,177,0.2222222222222222,0.5
motter_lai,7,178,0.2222222222222222,0.5
motter_lai,7,179,0.2222222222222222,0.5
motter_lai,7,180,0.2222222222222222,0.5
motter_lai,7,181,0.2222222222222222,0.5
motter_lai,7,182,0.2222222222222222,0.5
motter_lai,7,183,0.2222222222222222,0.5
motter_lai,7,184,0.2222222222222222,0.5
motter_lai,7,185,0.2222222222222222,0.5
motter_lai,7,186,0.2222222222222222,0.5
motter_lai,7,187,0.2222222222222222,0.5
motter_lai,7,188,0.2222222222222222,0.5
motter_lai,7,189,0.2222222222222222,0.5
motter_lai,7,190,0.2222222222222222,0.5
motter_lai,7,191,0.2222222222222222,0.5
motter_lai,7,192,0.2222222222222222,0.5
motter_lai,7,193,0.2222222222222222,0.5
motter_lai,7,194,0.2222222222222222,0.5
motter_lai,7,195,0.2222222222222222,0.5
motter_lai,7,196,0.2222222222222222,0.5
motter_lai,7,197,0.2222222222222222,0.5
motter_lai,7,198,0.2222222222222222,0.5
motter_lai,7,199,0.2222222222222222,0.5
motter_lai,7,200,0.2222222222222222,0.5
motter_lai,7,0,0.3333333333333333,1.0
motter_lai,7,1,0.24444444444444444,1.0
motter_lai,7,2,0.24444444444444444,1.0
motter_lai,7,3,0.24444444444444444,1.0
motter_lai,7,4,0.24444444444444444,1.0
motter_lai,7,5,0.24444444444444444,1.0
motter_lai,7,6,0.24444444444444444,1.0
motter_lai,7,7,0.24444444444444444,1.0
motter_lai,7,8,0.24444444444444444,1.0
motter_lai,7,9,0.24444444444444444,1.0
motter_lai,7,10,0.24444444444444444,1.0
motter_lai,7,11,0.24444444444444444,1.0
motter_lai,7,12,0.24444444444444444,1.0
motter_lai,7,13,0.24444444444444444,1.0
motter_lai,7,14,0.24444444444444444,1.0
motter_lai,7,15,0.24444444444444444,1.0
motter_lai,7,16,0.24444444444444444,1.0
motter_lai,7,17,0.24444444444444444,1.0
motter_lai,7,18,0.24444444444444444,1.0
motter_lai,7,19,0.24444444444444444,1.0
motter_lai,7,20,0.24444444444444444,1.0
motter_lai,7,21,0.24444444444444444,1.0
motter_lai,7,22,0.24444444444444444,1.0
motter_lai,7,23,0.24444444444444444,1.0
motter_lai,7,24,0.24444444444444444,1.0
motter_lai,7,25,0.24444444444444444,1.0
motter_lai,7,26,0.24444444444444444,1.0
motter_lai,7,27,0.24444444444444444,1.0
motter_lai,7,28,0.24444444444444444,1.0
motter_lai,7,29,0.24444444444444444,1.0
motter_lai,7,30,0.24444444444444444,1.0
motter_lai,7,31,0.24444444444444444,1.0
motter_lai,7,32,0.24444444444444444,1.0
motter_lai,7,33,0.24444444444444444,1.0
motter_lai,7,34,0.24444444444444444,1.0
motter_lai,7,35,0.24444444444444444,1.0
motter_lai,7,36,0.24444444444444444,1.0
motter_lai,7,37,0.24444444444444444,1.0
motter_lai,7,38,0.24444444444444444,1.0
motter_lai,7,39,0.24444444444444444,1.0
motter_lai,7,40,0.24444444444444444,1.0
motter_lai,7,41,0.24444444444444444,1.0
motter_lai,7,42,0.24444444444444444,1.0
motter_lai,7,43,0.24444444444444444,1.0
motter_lai,7,44,0.24444444444444444,1.0
motter_lai,7,45,0.24444444444444444,1.0
motter_lai,7,46,0.24444444444444444,1.0
motter_lai,7,47,0.24444444444444444,1.0
motter_lai,7,48,0.24444444444444444,1.0
motter_lai,7,49,0.24444444444444444,1.0
motter_lai,7,50,0.24444444444444444,1.0
motter_lai,7,51,0.24444444444444444,1.0
motter_lai,7,52,0.24444444444444444,1.0
motter_lai,7,53,0.24444444444444444,1.0
motter_lai,7,54,0.24444444444444444,1.0
motter_lai,7,55,0.24444444444444444,1.0
motter_lai,7,56,0.24444444444444444,1.0
motter_lai,7,57,0.24444444444444444,1.0
motter_lai,7,58,0.24444444444444444,1.0
motter_lai,7,59,0.24444444444444444,1.0
motter_lai,7,60,0.24444444444444444,1.0
motter_lai,7,61,0.24444444444444444,1.0
motter_lai,7,62,0.24444444444444444,1.0
motter_lai,7,63,0.24444444444444444,1.0
motter_lai,7,64,0.24444444444444444,1.0
motter_lai,7,65,0.24444444444444444,1.0
motter_lai,7,66,0.24444444444444444,1.0
motter_lai,7,67,0.24444444444444444,1.0
motter_lai,7,68,0.24444444444444444,1.0
motter_lai,7,69,0.24444444444444444,1.0
motter_lai,7,70,0.24444444444444444,1.0
motter_lai,7,71,0.24444444444444444,1.0
motter_lai,7,72,0.24444444444444444,1.0
motter_lai,7,73,0.24444444444444444,1.0
motter_lai,7,74,0.24444444444444444,1.0
motter_lai,7,75,0.24444444444444444,1.0
motter_lai,7,76,0.24444444444444444,1.0
motter_lai,7,77,0.24444444444444444,1.0
motter_lai,7,78,0.24444444444444444,1.0
motter_lai,7,79,0.24444444444444444,1.0
motter_lai,7,80,0.24444444444444444,1.0
motter_lai,7,81,0.24444444444444444,1.0
motter_lai,7,82,0.24444444444444444,1.0
motter_lai,7,83,0.24444444444444444,1.0
motter_lai,7,84,0.24444444444444444,1.0
motter_lai,7,85,0.24444444444444444,1.0
motter_lai,7,86,0.24444444444444444,1.0
motter_lai,7,87,0.24444444444444444,1.0
motter_lai,7,88,0.24444444444444444,1.0
motter_lai,7,89,0.24444444444444444,1.0
motter_lai,7,90,0.24444444444444444,1.0
motter_lai,7,91,0.24444444444444444,1.0
motter_lai,7,92,0.24444444444444444,1.0
motter_lai,7,93,0.24444444444444444,1.0
motter_lai,7,94,0.24444444444444444,1.0
motter_lai,7,95,0.24444444444444444,1.0
motter_lai,7,96,0.24444444444444444,1.0
motter_lai,7,97,0.24444444444444444,1.0
motter_lai,7,98,0.24444444444444444,1.0
motter_lai,7,99,0.24444444444444444,1.0
motter_lai,7,100,0.24444444444444444,1.0
motter_lai,7,101,0.24444444444444444,1.0
motter_lai,7,102,0.24444444444444444,1.0
motter_lai,7,103,0.24444444444444444,1.0
motter_lai,7,104,0.24444444444444444,1.0
motter_lai,7,105,0.24444444444444444,1.0
motter_lai,7,106,0.24444444444444444,1.0
motter_lai,7,107,0.24444444444444444,1.0
motter_lai,7,108,0.24444444444444444,1.0
motter_lai,7,109,0.24444444444444444,1.0
motter_lai,7,110,0.24444444444444444,1.0
motter_lai,7,111,0.24444444444444444,1.0
motter_lai,7,112,0.24444444444444444,1.0
motter_lai,7,113,0.24444444444444444,1.0
motter_lai,7,114,0.24444444444444444,1.0
motter_lai,7,115,0.24444444444444444,1.0
motter_lai,7,116,0.24444444444444444,1.0
motter_lai,7,117,0.24444444444444444,1.0
motter_lai,7,118,0.24444444444444444,1.0
motter_lai,7,119,0.24444444444444444,1.0
motter_lai,7,120,0.24444444444444444,1.0
motter_lai,7,121,0.24444444444444444,1.0
motter_lai,7,122,0.24444444444444444,1.0
motter_lai,7,123,0.24444444444444444,1.0
motter_lai,7,124,0.24444444444444444,1.0
motter_lai,7,125,0.24444444444444444,1.0
motter_lai,7,126,0.24444444444444444,1.0
motter_lai,7,127,0.24444444444444444,1.0
motter_lai,7,128,0.24444444444444444,1.0
motter_lai,7,129,0.24444444444444444,1.0
motter_lai,7,130,0.24444444444444444,1.0
motter_lai,7,131,0.24444444444444444,1.0
motter_lai,7,132,0.24444444444444444,1.0
motter_lai,7,133,0.24444444444444444,1.0
motter_lai,7,134,0.24444444444444444,1.0
motter_lai,7,135,0.24444444444444444,1.0
motter_lai,7,136,0.24444444444444444,1.0
motter_lai,7,137,0.24444444444444444,1.0
motter_lai,7,138,0.24444444444444444,1.0
motter_lai,7,139,0.24444444444444444,1.0
motter_lai,7,140,0.24444444444444444,1.0
motter_lai,7,141,0.24444444444444444,1.0
motter_lai,7,142,0.24444444444444444,1.0
motter_lai,7,143,0.24444444444444444,1.0
motter_lai,7,144,0.24444444444444444,1.0
motter_lai,7,145,0.24444444444444444,1.0
motter_lai,7,146,0.24444444444444444,1.0
motter_lai,7,147,0.24444444444444444,1.0
motter_lai,7,148,0.24444444444444444,1.0
motter_lai,7,149,0.24444444444444444,1.0
motter_lai,7,150,0.24444444444444444,1.0
motter_lai,7,151,0.24444444444444444,1.0
motter_lai,7,152,0.24444444444444444,1.0
motter_lai,7,153,0.24444444444444444,1.0
motter_lai,7,154,0.24444444444444444,1.0
motter_lai,7,155,0.24444444444444444,1.0
motter_lai,7,156,0.24444444444444444,1.0
motter_lai,7,157,0.24444444444444444,1.0
motter_lai,7,158,0.24444444444444444,1.0
motter_lai,7,159,0.24444444444444444,1.0
motter_lai,7,160,0.24444444444444444,1.0
motter_lai,7,161,0.24444444444444444,1.0
motter_lai,7,162,0.24444444444444444,1.0
motter_lai,7,163,0.24444444444444444,1.0
motter_lai,7,164,0.24444444444444444,1.0
motter_lai,7,165,0.24444444444444444,1.0
motter_lai,7,166,0.24444444444444444,1.0
motter_lai,7,167,0.24444444444444444,1.0
motter_lai,7,168,0.24444444444444444,1.0
motter_lai,7,169,0.24444444444444444,1.0
motter_lai,7,170,0.24444444444444444,1.0
motter_lai,7,171,0.24444444444444444,1.0
motter_lai,7,172,0.24444444444444444,1.0
motter_lai,7,173,0.24444444444444444,1.0
motter_lai,7,174,0.24444444444444444,1.0
motter_lai,7,175,0.24444444444444444,1.0
motter_lai,7,176,0.24444444444444444,1.0
motter_lai,7,177,0.24444444444444444,1.0
motter_lai,7,178,0.24444444444444444,1.0
motter_lai,7,179,0.24444444444444444,1.0
motter_lai,7,180,0.24444444444444444,1.0
motter_lai,7,181,0.24444444444444444,1.0
motter_lai,7,182,0.24444444444444444,1.0
motter_lai,7,183,0.24444444444444444,1.0
motter_lai,7,184,0.24444444444444444,1.0
motter_lai,7,185,0.24444444444444444,1.0
motter_lai,7,186,0.24444444444444444,1.0
motter_lai,7,187,0.24444444444444444,1.0
motter_lai,7,188,0.24444444444444444,1.0
motter_lai,7,189,0.24444444444444444,1.0
motter_lai,7,190,0.24444444444444444,1.0
motter_lai,7,191,0.24444444444444444,1.0
motter_lai,7,192,0.24444444444444444,1.0
motter_lai,7,193,0.24444444444444444,1.0
motter_lai,7,194,0.24444444444444444,1.0
motter_lai,7,195,0.24444444444444444,1.0
motter_lai,7,196,0.24444444444444444,1.0
motter_lai,7,197,0.24444444444444444,1.0
motter_lai,7,198,0.24444444444444444,1.0
motter_lai,7,199,0.24444444444444444,1.0
motter_lai,7,200,0.24444444444444444,1.0
crucitti,7,0,0.3058932899821833,0.2
crucitti,7,1,0.2334106410995548,0.2
crucitti,7,2,0.24011756178057905,0.2
crucitti,7,3,0.2334106410995548,0.2
